,P&R Ball Handler,Spot-Up,Transition,ISO,Post-Up,P&R Roll Man,Cut,Offensive Rebound,Off Screen,Hand Off,Total
Kristofer Krause,0,1,1,0,0,0,1,0,0,1,4
Moritz Krimmer,0,0,0,0,1,0,0,0,0,0,1
Tevonn Walker,25,32,12,9,1,0,12,7,5,1,104
Prince Ibeh,0,0,5,0,13,35,19,11,0,0,83
Justus Hollatz,78,10,6,3,4,0,1,7,4,2,115
Kevin Yebo,6,10,11,0,1,0,6,15,3,0,52
Beau Beech,2,58,14,6,5,7,3,14,15,1,125
Kilian Binapfl,1,0,3,0,0,0,4,0,0,0,8
Michael Gbinije,32,65,20,4,0,2,21,14,12,2,172
Tyler Cavanaugh,0,7,3,3,17,3,7,3,0,0,43
Marko Krstanovic,1,2,0,0,0,0,2,0,0,1,6
Daniel Baslyk,0,0,1,0,0,0,0,0,0,0,1
Quincy Ford,9,53,22,7,19,2,4,17,7,0,140
Tim Kopple,2,1,0,0,0,0,0,0,0,0,3
Lucious Jones,3,20,9,2,6,2,2,5,1,0,50
Gabriel de Oliveira,0,3,1,0,3,0,4,1,0,0,12
Rene Kindzeka,2,7,3,0,0,0,0,0,0,0,12
Sasha Grant,0,2,0,0,1,0,0,0,0,0,3
Isaiah Briscoe,267,55,79,64,2,1,15,17,15,11,526
Lorenz Brenneke,0,0,0,0,2,1,1,2,0,0,6
Henry Pwono,0,12,5,0,2,2,6,7,0,0,34
Marsshawn Powell,1,6,7,10,20,9,6,5,2,0,66
Bruno Vrcic,5,2,3,0,1,0,0,0,1,0,12
Rytis Pipiras,0,8,4,0,0,1,3,2,0,0,18
Jonas Weitzel,0,0,0,0,0,0,2,0,0,0,2
Sheldon Eberhardt,1,3,1,0,0,0,0,0,0,0,5
Jannik Gottsche,1,0,0,0,0,2,1,0,0,0,4
Malte Delow,1,3,2,0,0,0,1,0,0,0,7
Noah Allen,0,3,4,0,0,0,2,1,1,0,11
Brekkott Chapman,0,4,1,1,2,2,1,1,1,0,13
Kahlil Dukes,7,1,1,1,0,0,0,0,0,1,11
Zane Waterman,0,3,0,0,0,0,1,3,0,0,7
Wyatt Lohaus,0,2,0,0,0,0,1,0,0,1,4
Nat Diallo,0,0,0,0,0,0,1,0,0,0,1
Andrei Voroncevich,0,102,25,4,46,13,27,48,6,1,272
Dijon Thompson,58,84,57,44,89,3,48,45,17,5,450
Petr Gubanov,2,264,42,18,230,236,88,107,13,8,1008
Victor Khryapa,20,63,16,23,52,12,13,10,7,1,217
Dmitriy Khvostov,435,99,24,31,0,0,4,12,20,11,636
Evgeni Baburin,40,66,23,7,0,0,5,32,21,4,198
Alexander Kaun,0,0,33,0,215,92,145,74,0,0,559
Ivan Savelyev,116,24,23,23,8,0,1,7,6,5,213
Pavel Korobkov,0,66,28,4,97,95,92,104,6,1,493
Jeremy Pargo,94,42,27,24,8,1,10,5,3,3,217
Dmitry Golovin,86,39,9,17,25,1,9,19,4,4,213
Vladimir Ivlev,4,100,31,8,161,125,170,210,4,0,813
Aleksey Zozulin,2,14,8,8,7,0,4,2,2,1,48
Grigory Shukhovtsov,1,1,2,0,19,25,16,11,0,0,75
Vadim Panin,202,301,75,61,71,2,37,63,22,16,850
Darius Songaila,0,81,26,8,134,34,29,38,7,0,357
Stefan Jelovac,0,86,23,4,26,14,18,15,2,0,188
Gediminas Orelikas,2,45,24,5,3,1,6,12,3,1,102
Kostas Kaimakoglou,2,359,90,27,352,116,80,118,21,4,1169
Chuck Eidson,90,46,20,18,3,0,7,13,12,8,217
Dmitriy Sokolov,0,1,3,0,45,34,38,32,0,0,153
Sergey Bykov,536,167,78,78,8,0,7,47,15,14,950
Pavel Sergeev,479,213,68,96,2,0,14,41,49,38,1000
Pavel Antipov,2,370,71,3,60,71,66,93,23,1,760
Valery Likhodey,30,241,41,9,61,14,57,50,33,7,543
Maxim Grigoyev,55,50,21,15,2,0,4,9,10,1,167
Andrey Zubkov,29,356,91,56,192,91,103,128,21,3,1070
Anton Ponkrashov,1017,362,153,247,232,2,33,93,57,27,2223
Alexey Zhukanenko,1,54,35,2,75,125,43,41,2,3,381
Aleksandr Gudumak,0,56,25,10,116,66,73,80,7,1,434
Maxim Kolyushkin,207,102,39,20,0,1,11,26,8,15,429
Michal Ignerski,2,36,22,10,66,22,26,13,13,0,210
Larry O'Bannon,37,29,22,7,14,0,7,10,11,1,138
Victor Keyru,13,12,20,12,6,1,1,12,12,3,92
Aaron Miles,279,23,66,45,6,0,17,49,1,2,488
Evgeny Chebanenko,0,2,0,0,0,0,4,3,0,0,9
Alexander Martynov,21,8,8,10,0,0,1,2,2,1,53
Artem Vikhrov,479,229,171,117,4,0,45,105,31,29,1210
Evgeny Valiev,0,139,67,3,98,75,213,275,4,3,877
Mark Kyle Landry,0,49,8,3,32,53,29,36,9,0,219
Aleksandr Razumov,0,3,0,0,2,4,5,1,0,0,15
Viktor Zaryazhko,252,108,69,60,8,0,10,25,17,16,565
Evgeny Voronov,553,338,210,123,64,2,82,90,85,42,1589
Artem Kuzyakin,2,20,6,1,7,0,7,3,4,0,50
Egor Vyaltsev,296,358,136,33,2,1,49,60,190,26,1151
Sergey Monya,13,622,138,9,91,112,92,147,79,23,1326
Ruslan Pateev,1,4,13,0,67,69,63,61,0,0,278
Nikita Balashov,1,34,24,4,11,20,32,38,1,0,165
Artem Zabelin,1,144,70,2,143,191,91,110,9,4,765
Vitaliy Zuev,137,32,11,21,0,0,4,1,2,7,215
Maxim Sheleketo,14,206,58,4,9,8,34,50,24,5,412
Joshua Bostic,78,90,49,31,40,0,18,13,11,10,340
Donald Mcgrath,278,35,26,72,4,1,5,9,12,5,447
Artem Yakovenko,5,181,54,33,149,124,68,84,10,1,709
Andrey Koscheev,0,39,20,12,57,33,63,46,1,0,271
Maxim Tkachenko,117,42,15,12,0,0,3,14,3,5,211
Pavel Spiridonov,0,65,22,14,51,9,29,65,7,1,263
Evgeny Fidiy,0,17,11,4,10,10,17,19,0,1,89
Evgeny Voytyuk,18,56,17,1,0,2,14,15,7,3,133
Yuriy Pershin,0,6,2,0,0,0,0,4,0,0,12
Andrei Komarovskiy,106,125,45,22,6,0,6,26,44,35,415
Maxim Krivosheev,0,10,4,0,23,4,15,15,1,0,72
Vyacheslav Zaytsev,733,304,209,150,3,0,52,131,44,34,1660
Vasili Zavourev,186,159,79,20,1,0,11,8,36,25,525
Alexei Nesterov,0,7,5,1,6,5,2,2,0,0,28
David Simon,0,17,12,8,69,41,41,24,2,0,214
Anatoly Kolesnikov,33,122,58,7,6,0,54,66,2,6,354
Victor Cuthbert,8,54,34,16,126,37,64,71,4,1,415
Marcus Cousin,0,6,5,2,61,45,50,39,0,1,209
Igor Zamanskiy,12,41,17,7,10,4,20,21,3,4,139
Simas Jasaitis,11,36,15,1,1,0,7,10,13,2,96
Dmitriy Korshakov,0,14,7,4,3,0,11,6,0,0,45
Ruslan Tumanov,3,0,2,1,0,0,0,2,0,0,8
Artem Komissarov,18,195,83,16,9,13,28,96,12,10,480
Mikhail Vershkov,1,0,2,0,0,0,0,2,0,0,5
Bogdan Bogdanov,900,349,167,207,78,3,30,69,118,92,2013
Igor Kanygin,1,13,13,3,35,45,50,39,0,1,200
Dmitriy Klimov,0,47,4,1,2,2,14,9,2,0,81
Dmitry Gerasimenko,0,5,0,2,0,0,6,4,0,0,17
Denis Lukashov,17,11,3,8,0,0,2,2,3,1,47
Maksym Pustozvonov,17,65,29,13,7,3,15,14,15,2,180
Kyryl Natyazhko,0,24,11,5,99,22,19,37,3,1,221
Dmytro Zabirchenko,62,42,15,7,1,1,2,7,15,3,155
Bogdan Iyasinenko,0,5,1,0,5,0,0,1,0,1,13
Maksym Lutsenko,1,16,6,3,0,0,0,5,2,0,33
Artem Slipenchuk,72,29,11,10,0,0,1,4,5,2,134
Benjamin Pavel Dudu,0,12,4,0,0,0,0,1,3,0,20
Kristian Lugovtsov,0,4,3,1,0,0,0,2,1,0,11
Maxym Chislov,1,0,1,0,0,0,0,0,0,0,2
Rihards Kuksiks,47,56,26,3,1,2,3,13,22,6,179
Arturs Strelnieks,34,105,41,3,1,2,14,56,16,4,276
Dee Brown,179,35,34,41,0,0,3,9,9,5,315
Derrick Nix,0,5,8,4,112,20,28,34,0,0,211
Arturs Berzins,0,76,17,0,25,36,18,35,5,0,212
Gatis Jahovics,19,31,12,3,4,1,12,17,4,1,104
Kristaps Plavnieks,12,1,0,0,1,0,0,1,0,0,15
Viktors Iljins,0,0,1,0,5,5,2,3,0,0,16
Michael Taylor,43,18,28,16,1,0,0,5,1,3,115
Filip Dylewicz,5,53,26,20,43,23,15,19,15,0,219
Ivan Zigeranovic,0,3,9,1,54,13,44,26,0,0,150
Piotr Stelmach,0,25,3,3,2,8,2,6,3,4,56
Denis Krestinin,2,6,5,1,0,1,5,17,0,0,37
Jakub Karolak,2,20,6,4,0,0,2,3,1,0,38
Pavel Ulyanko,8,202,32,38,28,32,27,41,14,6,428
Dzianis Korshuk,0,31,4,1,0,3,3,9,2,2,55
Aliaksei Lashkevich,0,23,31,5,115,127,88,106,0,0,495
Aliaksei Trastsinetski,53,251,80,14,2,5,36,60,32,11,544
Jason Washburn,0,2,0,0,8,15,4,14,0,1,44
Anton Pushkov,0,66,36,2,117,177,146,145,5,3,697
Branko Mirkovic,2049,343,173,218,2,1,10,64,124,105,3089
Vitali Liutych,236,324,202,75,19,3,87,97,52,31,1126
Vojtech Hruban,209,212,132,47,4,2,23,50,38,17,734
Thomas Massamba,80,15,9,12,0,0,1,5,3,2,127
Petr Benda,1,75,46,5,50,116,109,83,0,0,485
Jiri Welsch,343,108,73,68,84,0,24,36,19,8,763
Radoslav Rancik,0,70,22,17,70,34,19,13,5,0,250
Pavel Houska,0,71,14,4,61,83,55,28,5,2,323
Kevin Fletcher,0,33,5,11,36,45,23,16,1,0,170
Von Wafer,44,32,14,44,0,0,1,0,3,5,143
Stanislav Ilnitskiy,13,177,33,1,38,17,73,125,9,4,490
Ivan Lazarev,0,28,24,1,35,67,77,53,2,0,287
Primoz Brezec,0,21,6,0,35,18,26,16,1,0,123
Mindaugas Girdzijunas,107,26,15,45,0,0,0,4,4,4,205
Vytautas Sarakauskas,0,35,16,5,37,46,33,49,0,1,222
Marius Runkauskas,92,45,14,24,0,0,3,9,26,7,220
Valdas Vasylius,5,73,20,15,50,11,9,28,18,2,231
Justas Sinica,5,33,6,5,4,3,3,9,10,1,79
Simas Galdikas,0,3,2,0,53,16,10,15,1,0,100
Edgaras Ulanovas,45,55,14,18,32,0,8,29,3,6,210
Arvydas Eitutavicius,85,30,10,9,0,0,3,7,0,5,149
Arnas Butkevicius,13,18,7,1,0,0,3,8,2,0,52
Rolandas Jakstas,0,5,3,1,5,1,12,4,1,0,32
Vlad-Sorin Moldoveanu,0,52,12,16,79,31,7,27,17,0,241
Rain Veideman,572,188,109,169,0,0,19,32,51,49,1189
Tanel Sokk,98,45,11,35,0,0,5,7,8,6,215
Bamba Fall,0,21,27,3,106,57,82,72,1,0,369
Indrek Kajupank,7,34,6,5,0,0,8,10,3,1,74
Devin Gibson,79,13,18,29,1,0,0,14,3,5,162
Mikita Meshcharakou,5,187,61,28,68,27,60,37,10,1,484
Oleksandr Biella,0,1,0,0,0,0,0,0,0,0,1
Alexei Marchenko,0,1,0,0,0,0,1,0,0,0,2
Kristjan Kitsing,0,196,32,1,63,46,24,43,24,5,434
Tomas Pomikalek,16,17,16,6,11,0,27,12,2,0,107
Kristjan Makke,0,1,0,0,3,0,0,0,0,0,4
Kristaps Janicenoks,137,167,65,15,0,0,3,25,104,28,544
Marco Killingsworth,0,9,25,11,121,45,63,43,0,2,319
Denis Ikovlev,9,49,17,10,18,1,5,11,4,0,124
Maxym Korniyenko,0,18,10,4,10,9,9,14,1,1,76
Pavlo Burenko,38,12,11,5,0,0,1,5,0,2,74
Dmytro Gliebov,4,15,10,6,10,0,8,9,3,0,65
Vincent Hunter,0,46,8,20,28,5,14,14,0,0,135
Maks Adam Konate,0,1,1,0,2,0,0,5,0,0,9
Oleksandr Antypov,0,0,0,0,0,0,0,1,0,0,1
Terrell Stoglin,24,2,2,6,0,0,0,0,0,1,35
Coleman Collins,0,30,11,15,24,27,20,30,0,0,157
Vitaliy Lapchenko,0,10,2,0,0,6,4,8,0,0,30
Darnell Hinson,31,42,28,13,0,0,1,2,12,2,131
Maxim Marchuk,26,42,10,2,0,0,14,22,4,1,121
Lukasz Wisniewski,93,39,32,27,1,0,4,8,13,5,222
Georgi Tsintsadze,69,21,17,15,0,0,9,4,5,4,144
Aleksandr Pavlov,2,66,25,5,2,1,19,63,0,0,183
Vladimir Pichkurov,70,83,57,21,1,0,23,34,30,17,336
Alexander Zakharov,1,3,2,0,0,0,0,0,1,0,7
Kevin Houston,20,4,2,2,0,0,0,0,1,2,31
Konstantin Nesterov,0,3,1,0,3,6,5,6,0,0,24
Ilya Popov,1,8,10,7,79,93,64,62,0,1,325
Luke Babbitt,12,25,6,39,12,3,4,10,3,1,115
Kristo Mangelsoo,0,1,0,0,0,0,0,0,0,0,1
Yuri Vasiliev,0,9,4,1,8,5,9,11,0,0,47
Georgiy Lachev,0,0,1,1,0,0,0,0,0,0,2
Paul Davis,0,32,18,8,182,70,62,41,0,1,414
Kyle Barone,0,5,2,0,11,2,9,7,0,0,36
Janis Berzins,135,114,76,34,7,2,24,55,73,14,534
Paulius Dambrauskas,0,0,0,1,0,0,0,0,0,0,1
Andrew Smith,0,0,2,0,19,9,4,7,0,0,41
David McClure,1,8,4,1,1,1,0,5,0,0,21
Armands Skele,261,86,84,87,2,0,21,30,28,10,609
Maciel Muskala,0,0,0,0,0,0,0,0,1,0,1
Aleksei Surovtsev,11,7,6,2,0,0,3,0,4,0,33
Martin Rancik,0,2,2,0,0,2,0,1,0,0,7
Victor Zvarykin,1,0,0,0,0,0,0,2,1,0,4
Mikhail Kulagin,247,104,45,45,1,0,4,5,21,18,490
John Prince,2,5,5,3,2,0,2,0,3,0,22
Alex Kurtsevich,0,0,0,0,1,0,0,0,0,0,1
Maxim Pustozvonov,1,3,2,0,0,0,0,0,0,0,6
Daniel Brown,31,2,7,5,0,0,0,1,1,0,47
Martin Kriz,3,58,30,6,12,4,30,52,4,3,202
Tomas Delninkaitis,3,0,3,0,0,0,0,0,0,0,6
Andrey Kirilenko,0,11,11,4,24,0,26,18,3,1,98
Andrey Voroncevich,0,208,33,12,45,21,36,65,16,2,438
Maxim Grigoryev,191,145,41,62,1,1,19,27,63,16,566
Maxim Sakharov,9,8,1,1,0,0,0,1,5,0,25
Dimitriy Khvostov,520,75,35,13,0,0,5,7,8,33,696
Evgeny Baburin,212,338,83,22,0,1,25,65,124,37,907
Ivan Viktorov,31,88,29,14,0,0,15,22,4,5,208
Kryrylo Fesenko,0,2,5,0,69,37,36,48,0,0,197
Aleksei Vzdykhalkin,90,85,57,21,0,1,9,29,18,10,320
Artem Klimenko,1,32,34,12,189,163,135,151,2,0,719
Tamirlan Bekkiev,14,25,18,1,2,0,6,8,3,3,80
Olexandr Kolchenko,3,6,0,0,0,0,0,0,0,0,9
Andrey Desyatnikov,0,1,3,0,28,34,43,44,0,0,153
Artem Komolov,126,243,54,14,1,2,18,46,79,11,594
Dmitry Sokolov,0,2,7,0,88,79,81,82,0,0,339
Ruslan Khabirov,11,13,10,2,0,0,0,4,1,0,41
D'or Fischer,0,39,6,5,32,78,67,32,1,2,262
Patrick Calathes,42,151,89,67,46,19,32,67,12,3,528
Pavel Ilin,138,96,33,39,0,0,11,16,8,6,347
Alimbek Orazov,0,2,2,1,0,0,6,3,0,0,14
Ivan Strebkov,1087,229,95,107,10,0,25,60,66,64,1743
Aleksey Golyakhov,25,6,7,1,0,0,0,0,1,0,40
Vadim Abdeev,0,1,0,0,0,1,1,0,0,0,3
Maksim Krivosheev,1,1,1,0,8,7,9,8,0,0,35
Cuthbert Victor,0,22,13,8,44,14,26,27,2,0,156
Fedor Likholitov,1,1,1,0,27,18,18,21,0,0,87
Nikita Ivanov,1,0,1,0,0,0,0,1,0,0,3
Dmitry Korshakov,3,41,8,4,10,7,11,24,1,1,110
Artem Isakov,27,8,8,10,0,0,0,2,3,1,59
Rashaun Freeman,0,6,21,9,83,66,45,53,1,0,284
Justin Gray,652,132,100,172,3,0,5,18,69,40,1191
Aliaksandr Semianiuk,0,30,34,1,79,99,80,100,3,0,426
Anton Glazunov,108,29,16,25,0,0,1,9,5,9,202
Evgeniy Fidiy,3,55,22,12,53,17,20,47,3,1,233
Evgeniy Kolesnikov,59,61,29,15,0,0,18,29,32,7,250
Sergei Toporov,32,51,44,44,6,0,11,19,8,3,218
Maksim Pylaev,3,16,3,10,0,1,2,4,1,2,42
Dmitriy Arteshin,1,54,16,14,0,1,10,31,8,3,138
Vadim Balyakin,2,34,8,4,2,1,7,10,1,1,70
Fedor Klyuchnikov,4,15,5,0,0,0,0,0,2,0,26
Anton Nestorenko,0,0,0,0,2,0,2,1,0,0,5
Denis Pastukhov,5,54,6,2,0,2,3,8,2,2,84
Alexandr Kolchenko,9,15,8,2,0,0,0,3,2,0,39
Igor Gavrish,1,7,5,9,0,8,1,3,2,1,37
Erik Keedus,51,282,91,44,31,26,40,91,27,6,689
Martin Dorbek,336,194,58,26,0,0,15,49,11,14,703
Mindaugas Kupsas,1,9,3,0,39,22,22,21,0,0,117
Dmitriy Nezvankin,5,13,10,0,0,0,0,0,2,0,30
Martin Zeno,248,106,79,93,18,2,14,16,22,31,629
Antto Nikkarinen,199,55,41,22,0,0,8,8,8,27,368
Tuukka Kotti,1,39,37,27,107,84,99,71,3,3,471
Travis Nelson,1,16,25,1,61,71,103,47,1,0,326
Pierre Jallow,0,0,3,1,6,1,4,8,0,0,23
Aaron Johnson,202,40,25,54,0,0,3,5,10,22,361
Denis Pavlenko,3,2,1,1,0,0,1,1,0,0,9
Alexey Schukin,10,0,2,3,0,0,0,0,0,0,15
Yauheni Beliankou,17,81,25,21,4,0,12,20,3,2,185
Erkka Lahti,0,1,0,0,4,1,10,7,0,0,23
Ilpo Pehkonen,3,11,4,1,0,0,0,2,2,1,24
Yuriy Kortukov,3,8,0,0,0,0,2,1,1,1,16
Vladislav Karpov,1,1,1,1,2,1,2,1,1,0,11
Amit Shakhmarov,0,0,0,2,7,3,0,2,0,0,14
Vladimir Sabotskii,1,5,1,1,1,0,2,1,1,1,14
Dmitrii Gordeev,1,18,9,1,0,0,1,3,4,2,39
Matej Svoboda,3,18,9,2,0,0,2,2,3,3,42
Ville Makalainen,67,54,14,9,5,0,15,18,1,13,196
Roman Lagutin,0,0,1,0,0,0,0,0,0,0,1
Nikita Shepelev,4,3,2,1,0,0,0,0,0,0,10
Nikolai Bushuev,8,7,1,3,0,0,4,1,1,3,28
Levan Patsatsia,4,22,8,3,2,0,5,8,1,1,54
Robert Lowry,7,2,0,4,1,0,1,3,0,1,19
Liam Djeen,0,0,0,1,0,0,1,0,0,0,2
Krylyo Fesenko,1,2,5,0,61,27,35,45,0,1,177
Maksim Sheleketo,2,29,15,0,2,1,5,10,2,0,66
Andrey Mateyunas,282,70,37,58,0,0,13,16,6,14,496
Eero Aaltonen,0,31,1,1,4,6,8,9,1,2,63
Aleksei Babushkin,0,1,1,0,0,0,0,0,0,0,2
Reinar Hallik,0,14,7,3,8,14,1,4,1,1,53
Mikhail Maleiko,1,3,2,0,1,0,0,0,1,0,8
Alan Makiev,0,17,9,1,74,64,56,39,0,0,260
Nick CanerMedley,0,8,2,8,3,0,1,3,1,0,26
Sten Olmre,18,28,7,7,0,0,1,3,2,3,69
Valeriy Likhodey,4,17,4,0,1,0,0,2,4,1,33
Stanislav Sotnikov,4,21,3,1,2,6,5,10,4,0,56
Steven Bennett,2,1,0,1,0,0,0,0,0,0,4
Rick Jackson,0,0,0,0,1,1,1,0,0,0,3
Anton Astapkovich,41,138,53,36,79,25,52,54,37,2,517
Aleksey Babushkin,1,0,0,0,0,0,0,0,0,0,1
Jakub Kudlacek,2,0,0,0,0,0,0,0,0,0,2
William Harris,0,26,3,1,2,3,0,9,0,0,44
Roman Rubinshteyn,0,2,0,0,0,0,0,0,0,0,2
Alexey Babushkin,1,25,10,2,0,4,7,12,0,1,62
Evgenii Fidii,0,2,0,2,3,0,0,0,0,0,7
Andrei Mateiunas,1,0,1,3,0,0,0,0,0,0,5
Arturas Milaknis,24,88,17,10,0,0,2,4,37,12,194
Nikita Barinov,3,54,14,6,35,20,29,30,2,0,193
Omar Thomas,31,77,61,40,22,5,25,57,8,1,327
Aleksandr Karpukhin,3,56,18,1,0,0,4,6,8,1,97
Alexey Shved,1764,320,333,654,35,1,65,40,178,84,3474
Joshua Boone,0,23,31,2,42,70,107,98,0,3,376
Jeffrey Brooks,29,31,44,17,73,1,23,51,17,0,286
Christopher Singleton,2,61,20,32,49,56,34,52,5,2,313
Victor Zaryazhko,31,32,3,8,0,0,0,5,3,0,82
Andrey Kirdyachkin,0,26,5,3,15,7,8,19,1,0,84
Martin Peterka,0,34,21,1,25,10,24,19,1,0,135
Josh Harrellson,1,57,15,9,37,51,11,28,1,1,211
Davis Geks,14,20,3,3,0,0,0,6,4,0,50
Anthony Miles,29,14,10,9,1,0,2,2,3,3,73
Ricmonds Vilde,0,4,8,0,19,13,22,18,0,0,84
Sten-Timmu Sokk,569,172,56,84,0,1,13,36,18,40,989
Janar Soo,9,27,3,6,0,1,1,3,2,0,52
Alexey Zozulin,41,55,23,17,14,0,4,13,8,5,180
Maks-Adam Konate,1,38,18,5,10,20,17,12,4,1,126
Alexey Vzdykhalkin,72,112,56,28,2,0,18,46,28,37,399
Denis Zakharov,440,189,166,130,2,0,23,40,72,69,1131
Agasiy Tonoyan,1,3,0,0,0,0,0,2,0,0,6
Andrey Sepelev,0,1,0,0,0,0,0,0,0,0,1
Denis Magan,0,1,1,0,0,0,3,1,0,0,6
Pavel Bugaenko,0,0,0,0,1,2,5,3,0,0,11
Ronald Clark,7,85,23,63,25,11,4,7,18,8,251
Re'mon Nelson,58,30,9,17,0,1,2,5,3,3,128
Villematti Kopio,31,20,11,2,0,0,0,5,2,2,73
Grigoriy Motovilov,39,10,9,11,0,0,1,8,0,0,78
Sergey Marikhin,18,8,5,3,0,0,0,2,3,0,39
Tayloe Taylor,12,11,8,7,0,0,0,1,1,1,41
